generation_order,group,variant_code,output_filename,register_name,siteiq_family,qty,prior_hold_reason,authorisation,art_direction,match_checklist
280,PLANT_AND_TAGGED,HYDCYL25TGP,HYDCYL25TGP.jpg,Hydraulic Cylinder - General Purpose Cylinder 25t,"Lift, Shift & Propping",2,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Hydraulic Cylinder - General Purpose Cylinder 25t. The cylinder upright on the floor, saddle up, coupler toward the camera. Standing upright on the floor, camera at item height, three-quarter view so two faces show. THE MARKINGS THAT MUST BE READABLE: 25t. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Ram saddle and hydraulic coupler both visible; tonnage marking legible ; stamped/labelled sizes readable: 25t ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
281,PLANT_AND_TAGGED,HYDCYL30TFJ13MM,HYDCYL30TFJ13MM.jpg,Hydraulic Cylinder - Flat Jack Cylinder 30t/13mm Stroke,"Lift, Shift & Propping",2,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Hydraulic Cylinder - Flat Jack Cylinder 30t/13mm Stroke. The cylinder upright on the floor, saddle up, coupler toward the camera. Standing upright on the floor, camera at item height, three-quarter view so two faces show. THE MARKINGS THAT MUST BE READABLE: 13mm | 30t. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Ram saddle and hydraulic coupler both visible; tonnage marking legible ; stamped/labelled sizes readable: 13mm, 30t ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
282,PLANT_AND_TAGGED,HYDCYL30TLH62MM,HYDCYL30TLH62MM.jpg,Hydraulic Cylinder - Low Height Cylinder 30t / 62mm Stroke,"Lift, Shift & Propping",1,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Hydraulic Cylinder - Low Height Cylinder 30t / 62mm Stroke. The cylinder upright on the floor, saddle up, coupler toward the camera. Standing upright on the floor, camera at item height, three-quarter view so two faces show. THE MARKINGS THAT MUST BE READABLE: 62mm | 30t. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Ram saddle and hydraulic coupler both visible; tonnage marking legible ; stamped/labelled sizes readable: 62mm, 30t ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
283,PLANT_AND_TAGGED,HYDCYL45TLH60MM,HYDCYL45TLH60MM.jpg,Hydraulic Cylinder - Low Height Cylinder 45t / 60mm Stroke,"Lift, Shift & Propping",3,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Hydraulic Cylinder - Low Height Cylinder 45t / 60mm Stroke. The cylinder upright on the floor, saddle up, coupler toward the camera. Standing upright on the floor, camera at item height, three-quarter view so two faces show. THE MARKINGS THAT MUST BE READABLE: 60mm | 45t. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Ram saddle and hydraulic coupler both visible; tonnage marking legible ; stamped/labelled sizes readable: 60mm, 45t ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
284,PLANT_AND_TAGGED,HYDCYL90TFJ16MM,HYDCYL90TFJ16MM.jpg,Hydraulic Cylinder - Flat Jack Cylinder 90t/16mm Stroke,"Lift, Shift & Propping",2,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Hydraulic Cylinder - Flat Jack Cylinder 90t/16mm Stroke. The cylinder upright on the floor, saddle up, coupler toward the camera. Standing upright on the floor, camera at item height, three-quarter view so two faces show. THE MARKINGS THAT MUST BE READABLE: 16mm | 90t. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Ram saddle and hydraulic coupler both visible; tonnage marking legible ; stamped/labelled sizes readable: 16mm, 90t ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
285,PLANT_AND_TAGGED,HYDCYL90TLH57MM,HYDCYL90TLH57MM.jpg,Hydraulic Cylinder - Low Height Cylinder 90t/57mm Stroke,"Lift, Shift & Propping",2,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Hydraulic Cylinder - Low Height Cylinder 90t/57mm Stroke. The cylinder upright on the floor, saddle up, coupler toward the camera. Standing upright on the floor, camera at item height, three-quarter view so two faces show. THE MARKINGS THAT MUST BE READABLE: 57mm | 90t. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Ram saddle and hydraulic coupler both visible; tonnage marking legible ; stamped/labelled sizes readable: 57mm, 90t ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
286,PLANT_AND_TAGGED,HYDCYLPUMPELECZU4408JE,HYDCYLPUMPELECZU4408JE.jpg,Hydraulic Cylinder Pump - Electric 240V - Zu4408je,"Lift, Shift & Propping",1,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Hydraulic Cylinder Pump - Electric 240V - Zu4408je. The cylinder upright on the floor, saddle up, coupler toward the camera. Standing upright on the floor, camera at item height, three-quarter view so two faces show. THE MARKINGS THAT MUST BE READABLE: 240v. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Ram saddle and hydraulic coupler both visible; tonnage marking legible ; stamped/labelled sizes readable: 240v ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
287,PLANT_AND_TAGGED,HYDCYLPUMPMANP80,HYDCYLPUMPMANP80.jpg,Hydraulic Cylinder Pump - Hand Pump 2 Speed - P80,"Lift, Shift & Propping",4,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Hydraulic Cylinder Pump - Hand Pump 2 Speed - P80. The cylinder upright on the floor, saddle up, coupler toward the camera. Standing upright on the floor, camera at item height, three-quarter view so two faces show. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Ram saddle and hydraulic coupler both visible; tonnage marking legible ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
288,PLANT_AND_TAGGED,HYDCYLPUMPSA240V,HYDCYLPUMPSA240V.jpg,Hydraulic Cylinder Pump Single Acting Electric,"Lift, Shift & Propping",2,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Hydraulic Cylinder Pump Single Acting Electric. The cylinder upright on the floor, saddle up, coupler toward the camera. Standing upright on the floor, camera at item height, three-quarter view so two faces show. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Ram saddle and hydraulic coupler both visible; tonnage marking legible ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
289,PLANT_AND_TAGGED,HYDTORQPUMPELECTQ700E,HYDTORQPUMPELECTQ700E.jpg,Hydraulic Torque Pump - Electric 240v - TQ700E,"Lift, Shift & Propping",1,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Hydraulic Torque Pump - Electric 240v - TQ700E. The hydraulic torque wrench head at three-quarter angle, drive or cassette opening toward the camera, twin couplers up. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 240v. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Cassette/link size legible; twin swivel couplers visible ; stamped/labelled sizes readable: 240v ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
290,PLANT_AND_TAGGED,HYDTORQUEHOSE,HYDTORQUEHOSE.jpg,Hydraulic Torque Hose Set - 6M x 10000 PSI,Industrial Tools & Equipment,1,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Hydraulic Torque Hose Set - 6M x 10000 PSI. The hydraulic torque wrench head at three-quarter angle, drive or cassette opening toward the camera, twin couplers up. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 6m. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Cassette/link size legible; twin swivel couplers visible ; stamped/labelled sizes readable: 6m ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
291,PLANT_AND_TAGGED,HYDTORQUEPUMPELEC,HYDTORQUEPUMPELEC.jpg,Hydraulic Torque Pump - Electric 240V,Industrial Tools & Equipment,1,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Hydraulic Torque Pump - Electric 240V. The hydraulic torque wrench head at three-quarter angle, drive or cassette opening toward the camera, twin couplers up. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 240v. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Cassette/link size legible; twin swivel couplers visible ; stamped/labelled sizes readable: 240v ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
292,PLANT_AND_TAGGED,HYDTORQUEWR1-1/2D6010,HYDTORQUEWR1-1_2D6010.jpg,"Hydraulic Torque Wrench -  1 1/2"" Square Drive - 6,010 ftlbs",Industrial Tools & Equipment,1,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Hydraulic Torque Wrench -  1 1/2"" Square Drive - 6,010 ftlbs. The hydraulic torque wrench head at three-quarter angle, drive or cassette opening toward the camera, twin couplers up. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 1 1/2"". HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Cassette/link size legible; twin swivel couplers visible ; stamped/labelled sizes readable: 1 1/2"" ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
293,PLANT_AND_TAGGED,HYDTORQUEWR1D3300,HYDTORQUEWR1D3300.jpg,Hydraulic Torque Wrench - 1inch Square Drive - 3300ftlb,Industrial Tools & Equipment,1,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Hydraulic Torque Wrench - 1inch Square Drive - 3300ftlb. The hydraulic torque wrench head at three-quarter angle, drive or cassette opening toward the camera, twin couplers up. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 1inch. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Cassette/link size legible; twin swivel couplers visible ; stamped/labelled sizes readable: 1inch ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
294,PLANT_AND_TAGGED,HYDTORQUEWRACT2000,HYDTORQUEWRACT2000.jpg,Hydraulic Torque Wrench - Actuator - 2000ftlb,Industrial Tools & Equipment,2,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Hydraulic Torque Wrench - Actuator - 2000ftlb. The hydraulic torque wrench head at three-quarter angle, drive or cassette opening toward the camera, twin couplers up. Three-quarter hero angle from slightly above, the working end toward the camera. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Cassette/link size legible; twin swivel couplers visible ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
295,PLANT_AND_TAGGED,HYDTORQUEWRACT4000,HYDTORQUEWRACT4000.jpg,Hydraulic Torque Wrench - Actuator - 4000ftlb,Industrial Tools & Equipment,2,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Hydraulic Torque Wrench - Actuator - 4000ftlb. The hydraulic torque wrench head at three-quarter angle, drive or cassette opening toward the camera, twin couplers up. Three-quarter hero angle from slightly above, the working end toward the camera. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Cassette/link size legible; twin swivel couplers visible ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
296,PLANT_AND_TAGGED,HYDTORQUEWRCAS32MM2000,HYDTORQUEWRCAS32MM2000.jpg,Hydraulic Torque Wrench - Cassette - 32mm - 2000ftlb,Industrial Tools & Equipment,1,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Hydraulic Torque Wrench - Cassette - 32mm - 2000ftlb. The hydraulic torque wrench head at three-quarter angle, drive or cassette opening toward the camera, twin couplers up. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 32mm. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Cassette/link size legible; twin swivel couplers visible ; stamped/labelled sizes readable: 32mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
297,PLANT_AND_TAGGED,HYDTORQUEWRCAS36MM2000,HYDTORQUEWRCAS36MM2000.jpg,Hydraulic Torque Wrench - Cassette - 36 - 37mm - 2000ftlb,Industrial Tools & Equipment,1,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Hydraulic Torque Wrench - Cassette - 36 - 37mm - 2000ftlb. The hydraulic torque wrench head at three-quarter angle, drive or cassette opening toward the camera, twin couplers up. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 37mm. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Cassette/link size legible; twin swivel couplers visible ; stamped/labelled sizes readable: 37mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
298,PLANT_AND_TAGGED,HYDTORQUEWRCAS41MM2000,HYDTORQUEWRCAS41MM2000.jpg,Hydraulic Torque Wrench - Cassette - 41mm - 2000ftlb,Industrial Tools & Equipment,1,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Hydraulic Torque Wrench - Cassette - 41mm - 2000ftlb. The hydraulic torque wrench head at three-quarter angle, drive or cassette opening toward the camera, twin couplers up. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 41mm. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Cassette/link size legible; twin swivel couplers visible ; stamped/labelled sizes readable: 41mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
299,PLANT_AND_TAGGED,HYDTORQUEWRCAS46MM2000,HYDTORQUEWRCAS46MM2000.jpg,Hydraulic Torque Wrench - Cassette - 46mm - 2000ftlb,Industrial Tools & Equipment,1,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Hydraulic Torque Wrench - Cassette - 46mm - 2000ftlb. The hydraulic torque wrench head at three-quarter angle, drive or cassette opening toward the camera, twin couplers up. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 46mm. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Cassette/link size legible; twin swivel couplers visible ; stamped/labelled sizes readable: 46mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
300,PLANT_AND_TAGGED,HYDTORQUEWRCAS50MM2000,HYDTORQUEWRCAS50MM2000.jpg,Hydraulic Torque Wrench - Cassette - 50 - 51mm - 2000ftlb,Industrial Tools & Equipment,1,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Hydraulic Torque Wrench - Cassette - 50 - 51mm - 2000ftlb. The hydraulic torque wrench head at three-quarter angle, drive or cassette opening toward the camera, twin couplers up. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 51mm. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Cassette/link size legible; twin swivel couplers visible ; stamped/labelled sizes readable: 51mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
